"Earnings Per Share, Basic",Ticker,Fiscal Year,Fiscal Period
0.56076,ACLS,2021,Q2
0.81785,ACLS,2021,Q3
1.07616,ACLS,2021,Q4
1.24986,ACLS,2022,Q1
1.33521,ACLS,2022,Q2
1.21716,ACLS,2022,Q3
-0.61621,ACLX,2021,Q4
-0.96546,ACLX,2022,Q1
-0.87657,ACLX,2022,Q2
-2.53686,ACLX,2022,Q3
0.30576,ACM,2017,Q1
0.65892,ACM,2017,Q2
0.65037,ACM,2017,Q3
0.56214,ACM,2017,Q4
0.70492,ACM,2018,Q1
-0.7507,ACM,2018,Q2
0.37975,ACM,2018,Q3
0.52947,ACM,2018,Q4
0.32937,ACM,2019,Q1
0.49702,ACM,2019,Q2
0.53191,ACM,2019,Q3
-3.00648,ACM,2019,Q4
0.25808,ACM,2020,Q1
-0.54321,ACM,2020,Q2
0.55795,ACM,2020,Q3
-1.4385,ACM,2020,Q4
0.17255,ACM,2021,Q1
0.26635,ACM,2021,Q2
0.07708,ACM,2021,Q3
0.6687,ACM,2021,Q4
0.42798,ACM,2022,Q1
0.29311,ACM,2022,Q2
0.72462,ACM,2022,Q3
0.77164,ACM,2022,Q4
1.34848,ACN,2017,Q2
1.08077,ACN,2017,Q3
1.51026,ACN,2017,Q4
1.82461,ACN,2018,Q1
1.39791,ACN,2018,Q2
1.63171,ACN,2018,Q3
1.60637,ACN,2018,Q4
1.99525,ACN,2019,Q1
1.76074,ACN,2019,Q2
1.95905,ACN,2019,Q3
1.77441,ACN,2019,Q4
2.13453,ACN,2020,Q1
1.93695,ACN,2020,Q2
1.93069,ACN,2020,Q3
2.02548,ACN,2020,Q4
2.36535,ACN,2021,Q1
2.26549,ACN,2021,Q2
2.43935,ACN,2021,Q3
2.2355,ACN,2021,Q4
2.82698,ACN,2022,Q1
2.58062,ACN,2022,Q2
2.82272,ACN,2022,Q3
2.63152,ACN,2022,Q4
-0.369,ACPW,2016,Q4
-4.2714,ACRX,2016,Q4
-6.85848,ACRX,2017,Q1
-5.75547,ACRX,2017,Q2
-5.61323,ACRX,2017,Q3
-3.91943,ACRX,2017,Q4
-4.55205,ACRX,2018,Q1
-4.06662,ACRX,2018,Q2
-4.15236,ACRX,2018,Q3
-3.54459,ACRX,2018,Q4
-3.47105,ACRX,2019,Q1
-3.14614,ACRX,2019,Q2
-3.20406,ACRX,2019,Q3
-3.6249,ACRX,2019,Q4
-3.9784,ACRX,2020,Q1
-1.63795,ACRX,2020,Q2
-2.03029,ACRX,2020,Q3
-1.93154,ACRX,2020,Q4
-1.58154,ACRX,2021,Q1
-1.65351,ACRX,2021,Q2
-1.44142,ACRX,2021,Q3
-1.32925,ACRX,2021,Q4
-1.35862,ACRX,2022,Q1
9.60493,ACRX,2022,Q2
-0.94017,ACRX,2022,Q3
0.16424,ACU,2016,Q4
0.19796,ACU,2017,Q1
0.84858,ACU,2017,Q2
0.35649,ACU,2017,Q3
-0.19407,ACU,2017,Q4
0.22644,ACU,2018,Q1
0.72199,ACU,2018,Q2
0.23918,ACU,2018,Q3
0.17595,ACU,2018,Q4
0.24082,ACU,2019,Q1
0.79708,ACU,2019,Q2
0.31574,ACU,2019,Q3
0.29144,ACU,2019,Q4
0.38131,ACU,2020,Q1
0.95807,ACU,2020,Q2
0.47261,ACU,2020,Q3
0.61163,ACU,2020,Q4
0.61129,ACU,2021,Q1
2.16044,ACU,2021,Q2
0.59293,ACU,2021,Q3
0.77184,ACU,2021,Q4
0.23573,ACU,2022,Q1
0.77762,ACU,2022,Q2
0.01813,ACU,2022,Q3
0.80616,ADBE,2016,Q4
0.80557,ADBE,2017,Q1
0.75731,ADBE,2017,Q2
0.85032,ADBE,2017,Q3
1.01916,ADBE,2017,Q4
1.18497,ADBE,2018,Q1
1.34814,ADBE,2018,Q2
1.35971,ADBE,2018,Q3
1.38911,ADBE,2018,Q4
1.38148,ADBE,2019,Q1
1.29754,ADBE,2019,Q2
1.63172,ADBE,2019,Q3
1.76103,ADBE,2019,Q4
1.98133,ADBE,2020,Q1
2.28216,ADBE,2020,Q2
1.98545,ADBE,2020,Q3
4.67775,ADBE,2020,Q4
2.63257,ADBE,2021,Q1
2.32985,ADBE,2021,Q2
2.56237,ADBE,2021,Q3
2.60677,ADBE,2021,Q4
2.67653,ADBE,2022,Q1
2.49049,ADBE,2022,Q2
2.42217,ADBE,2022,Q3
3.40656,ADES,2016,Q4
0.39391,ADES,2017,Q1
0.29306,ADES,2017,Q2
0.27835,ADES,2017,Q3
0.33682,ADES,2017,Q4
0.37372,ADES,2018,Q1
0.76219,ADES,2018,Q2
0.27897,ADES,2018,Q3
0.36233,ADES,2018,Q4
0.78837,ADES,2019,Q1
0.44656,ADES,2019,Q2
0.21657,ADES,2019,Q3
0.50365,ADES,2019,Q4
-0.10557,ADES,2020,Q1
-1.32183,ADES,2020,Q2
0.27495,ADES,2020,Q3
0.02371,ADES,2020,Q4
0.75619,ADES,2021,Q1
0.91324,ADES,2021,Q2
1.32944,ADES,2021,Q3
0.31569,ADES,2021,Q4
-0.16581,ADES,2022,Q1
-0.01765,ADES,2022,Q2
-0.12933,ADES,2022,Q3
0.70317,ADI,2017,Q1
0.27413,ADI,2017,Q2
0.18762,ADI,2017,Q3
0.94453,ADI,2017,Q4
0.72657,ADI,2018,Q1
1.02551,ADI,2018,Q2
1.11621,ADI,2018,Q3
1.16725,ADI,2018,Q4
0.96285,ADI,2019,Q1
0.99646,ADI,2019,Q2
0.98063,ADI,2019,Q3
0.75245,ADI,2019,Q4
0.55364,ADI,2020,Q1
0.72701,ADI,2020,Q2
0.98338,ADI,2020,Q3
1.0467,ADI,2020,Q4
1.05232,ADI,2021,Q1
1.14663,ADI,2021,Q2
1.36394,ADI,2021,Q3
0.20541,ADI,2021,Q4
0.7601,ADI,2022,Q1
1.49112,ADI,2022,Q2
1.44868,ADI,2022,Q3
1.40548,ADI,2022,Q4
-0.50365,ADIL,2018,Q2
-1.47049,ADIL,2018,Q3
-0.19112,ADIL,2018,Q4
-0.32514,ADIL,2019,Q1
-0.20858,ADIL,2019,Q2
-0.16636,ADIL,2019,Q3
-0.19397,ADIL,2019,Q4
-0.21689,ADIL,2020,Q1
-0.16039,ADIL,2020,Q2
-0.24374,ADIL,2020,Q3
-0.24131,ADIL,2020,Q4
-0.38785,ADIL,2021,Q1
-0.26349,ADIL,2021,Q2
-0.25618,ADIL,2021,Q3
-0.59181,ADIL,2021,Q4
-0.1465,ADIL,2022,Q1
-0.15823,ADIL,2022,Q2
-0.12087,ADIL,2022,Q3
0.58854,ADM,2017,Q1
0.48336,ADM,2017,Q2
0.33922,ADM,2017,Q3
1.39964,ADM,2017,Q4
0.69805,ADM,2018,Q1
1.00355,ADM,2018,Q2
0.94867,ADM,2018,Q3
0.55851,ADM,2018,Q4
0.41239,ADM,2019,Q1
0.41593,ADM,2019,Q2
0.7242,ADM,2019,Q3
0.9,ADM,2019,Q4
0.69449,ADM,2020,Q1
0.83601,ADM,2020,Q2
0.4025,ADM,2020,Q3
1.2246,ADM,2020,Q4
1.2238,ADM,2021,Q1
1.26465,ADM,2021,Q2
0.94004,ADM,2021,Q3
1.39755,ADM,2021,Q4
1.88214,ADM,2022,Q1
2.18375,ADM,2022,Q2
1.82155,ADM,2022,Q3
-0.35356,ADMA,2016,Q4
-0.50726,ADMA,2017,Q1
-0.54944,ADMA,2017,Q2
-0.58668,ADMA,2017,Q3
-0.35728,ADMA,2017,Q4
-0.39328,ADMA,2018,Q1
-0.3454,ADMA,2018,Q2
-0.32636,ADMA,2018,Q3
-0.38905,ADMA,2018,Q4
-0.28192,ADMA,2019,Q1
-0.25291,ADMA,2019,Q2
-0.19248,ADMA,2019,Q3
-0.17788,ADMA,2019,Q4
-0.26084,ADMA,2020,Q1
-0.23368,ADMA,2020,Q2
-0.19278,ADMA,2020,Q3
-0.20071,ADMA,2020,Q4
-0.15891,ADMA,2021,Q1
-0.16345,ADMA,2021,Q2
-0.20562,ADMA,2021,Q3
-0.19327,ADMA,2021,Q4
-0.13831,ADMA,2022,Q1
-0.0701,ADMA,2022,Q2
-0.07587,ADMA,2022,Q3
1.51547,ADNT,2017,Q1
2.02775,ADNT,2017,Q2
2.28051,ADNT,2017,Q3
3.56223,ADNT,2017,Q4
-2.3176,ADNT,2018,Q1
-1.79872,ADNT,2018,Q2
0.57816,ADNT,2018,Q3
-14.53863,ADNT,2018,Q4
-0.18182,ADNT,2019,Q1
-1.59358,ADNT,2019,Q2
-3.43316,ADNT,2019,Q3
-0.0426,ADNT,2019,Q4
-1.78228,ADNT,2020,Q1
-0.20234,ADNT,2020,Q2
-3.46482,ADNT,2020,Q3
-0.3838,ADNT,2020,Q4
1.59574,ADNT,2021,Q1
0.73248,ADNT,2021,Q2
-0.75452,ADNT,2021,Q3
10.19108,ADNT,2021,Q4
-0.57325,ADNT,2022,Q1
-0.85987,ADNT,2022,Q2
-0.31646,ADNT,2022,Q3
0.47468,ADNT,2022,Q4
-0.02618,ADOM,2016,Q4
-0.02481,ADOM,2017,Q1
-0.12086,ADOM,2017,Q2
-0.17572,ADOM,2017,Q3
-0.00429,ADOM,2017,Q4
-0.06127,ADOM,2018,Q1
-0.05836,ADOM,2018,Q2
-0.02052,ADOM,2018,Q3
-0.01809,ADOM,2018,Q4
-0.0199,ADOM,2019,Q1
-0.01778,ADOM,2019,Q2
-0.0167,ADOM,2019,Q3
-0.01635,ADOM,2019,Q4
-0.01732,ADOM,2020,Q1
-0.0151,ADOM,2020,Q2
-0.02111,ADOM,2020,Q3
-0.02325,ADOM,2020,Q4
-0.01451,ADOM,2021,Q1
-0.01968,ADOM,2021,Q2
-0.00411,ADOM,2021,Q3
-0.02537,ADOM,2021,Q4
-0.01221,ADOM,2022,Q1
-0.00488,ADOM,2022,Q2
0.00061,ADOM,2022,Q3
1.14066,ADP,2017,Q2
1.31691,ADP,2017,Q3
0.59798,ADP,2017,Q4
0.93306,ADP,2018,Q1
1.03422,ADP,2018,Q2
1.45828,ADP,2018,Q3
0.24823,ADP,2018,Q4
1.15705,ADP,2019,Q1
1.28116,ADP,2019,Q2
1.73687,ADP,2019,Q3
1.09666,ADP,2019,Q4
1.34597,ADP,2020,Q1
1.51008,ADP,2020,Q2
1.90907,ADP,2020,Q3
0.95944,ADP,2020,Q4
1.40481,ADP,2021,Q1
1.51497,ADP,2021,Q2
1.9035,ADP,2021,Q3
1.25954,ADP,2021,Q4
1.66232,ADP,2022,Q1
1.64784,ADP,2022,Q2
2.21177,ADP,2022,Q3
1.49355,ADP,2022,Q4
1.87305,ADP,2023,Q1
-1.23416,ADPT,2019,Q2
-0.11115,ADPT,2019,Q3
-0.16488,ADPT,2019,Q4
-0.24911,ADPT,2020,Q1
-0.26326,ADPT,2020,Q2
-0.27315,ADPT,2020,Q3
-0.32534,ADPT,2020,Q4
-0.29246,ADPT,2021,Q1
-0.35477,ADPT,2021,Q2
-0.39694,ADPT,2021,Q3
-0.43621,ADPT,2021,Q4
-0.44421,ADPT,2022,Q1
-0.36852,ADPT,2022,Q2
-0.31681,ADPT,2022,Q3
-0.77238,ADSK,2016,Q4
-0.58936,ADSK,2017,Q1
-0.64516,ADSK,2017,Q2
-0.53891,ADSK,2017,Q3
-0.81609,ADSK,2017,Q4
-0.37694,ADSK,2018,Q1
-0.17991,ADSK,2018,Q2
-0.10827,ADSK,2018,Q3
0.2953,ADSK,2018,Q4
-0.1102,ADSK,2019,Q1
0.18306,ADSK,2019,Q2
0.30373,ADSK,2019,Q3
0.59909,ADSK,2019,Q4
0.30338,ADSK,2020,Q1
0.44799,ADSK,2020,Q2
0.60146,ADSK,2020,Q3
4.1536,ADSK,2020,Q4
0.70856,ADSK,2021,Q1
0.52641,ADSK,2021,Q2
0.62136,ADSK,2021,Q3
0.405,ADSK,2021,Q4
0.67281,ADSK,2022,Q1
0.85714,ADSK,2022,Q2
0.91244,ADSK,2022,Q3
0.99544,ADT,2017,Q4
-0.21609,ADT,2018,Q1
-0.08892,ADT,2018,Q2
-0.31179,ADT,2018,Q3
-0.19753,ADT,2018,Q4
-0.08789,ADT,2019,Q1
-0.13883,ADT,2019,Q2
-0.24554,ADT,2019,Q3
-0.09684,ADT,2019,Q4
-0.3956,ADT,2020,Q1
-0.14034,ADT,2020,Q2
-40.43547,ADT,2020,Q3
-2.0364,ADT,2020,Q4
-0.87486,ADT,2021,Q1
-2.29884,ADT,2021,Q2
-1.99341,ADT,2021,Q3
-0.01996,ADT,2021,Q4
0.06562,ADT,2022,Q1
0.10845,ADT,2022,Q2
-0.14381,ADT,2022,Q3
0.15651,ADTN,2016,Q4
0.13733,ADTN,2017,Q1
0.25817,ADTN,2017,Q2
0.33214,ADTN,2017,Q3
-0.23011,ADTN,2017,Q4
-0.22421,ADTN,2018,Q1
-0.16028,ADTN,2018,Q2
0.15912,ADTN,2018,Q3
-0.17694,ADTN,2018,Q4
0.01611,ADTN,2019,Q1
0.08357,ADTN,2019,Q2
-0.96441,ADTN,2019,Q3
-0.2425,ADTN,2019,Q4
-0.20787,ADTN,2020,Q1
0.01568,ADTN,2020,Q2
0.11429,ADTN,2020,Q3
0.12708,ADTN,2020,Q4
0.01854,ADTN,2021,Q1
0.10522,ADTN,2021,Q2
-0.21451,ADTN,2021,Q3
-0.0862,ADTN,2021,Q4
-0.02304,ADTN,2022,Q1
0.04363,ADTN,2022,Q2
-0.57416,ADTN,2022,Q3
0.65253,ADUS,2016,Q4
0.37249,ADUS,2017,Q1
0.2354,ADUS,2017,Q2
0.29657,ADUS,2017,Q3
0.28221,ADUS,2017,Q4
0.42236,ADUS,2018,Q1
0.37262,ADUS,2018,Q2
0.29099,ADUS,2018,Q3
0.37007,ADUS,2018,Q4
0.37414,ADUS,2019,Q1
0.42306,ADUS,2019,Q2
0.35332,ADUS,2019,Q3
0.64656,ADUS,2019,Q4
0.5579,ADUS,2020,Q1
0.44324,ADUS,2020,Q2
0.58391,ADUS,2020,Q3
0.53936,ADUS,2020,Q4
0.56671,ADUS,2021,Q1
0.73894,ADUS,2021,Q2
0.73514,ADUS,2021,Q3
0.82918,ADUS,2021,Q4
0.53785,ADUS,2022,Q1
0.7096,ADUS,2022,Q2
0.72726,ADUS,2022,Q3
0.01602,ADV,2020,Q1
0.00031,ADV,2020,Q2
-0.08854,ADV,2020,Q3
-0.21871,ADV,2020,Q4
-0.00037,ADV,2021,Q1
0.01927,ADV,2021,Q2
0.07318,ADV,2021,Q3
0.07904,ADV,2021,Q4
0.05953,ADV,2022,Q1
0.01058,ADV,2022,Q2
0.06605,ADV,2022,Q3
-0.3453,ADVM,2016,Q3
-0.54054,ADVM,2016,Q4
-0.382,ADVM,2017,Q1
-0.26576,ADVM,2017,Q2
-0.31878,ADVM,2017,Q3
-0.32073,ADVM,2017,Q4
-0.29955,ADVM,2018,Q1
-0.30161,ADVM,2018,Q2
-0.33557,ADVM,2018,Q3
-0.24753,ADVM,2018,Q4
-0.22953,ADVM,2019,Q1
-0.23464,ADVM,2019,Q2
-0.25015,ADVM,2019,Q3
-0.29064,ADVM,2019,Q4
-0.31039,ADVM,2020,Q1
-0.36399,ADVM,2020,Q2
-0.31213,ADVM,2020,Q3
-0.38558,ADVM,2020,Q4
-0.29091,ADVM,2021,Q1
-0.45353,ADVM,2021,Q2
-0.39158,ADVM,2021,Q3
-0.73703,ADVM,2021,Q4
-0.38632,ADVM,2022,Q1
-0.44203,ADVM,2022,Q2
-0.40343,ADVM,2022,Q3
-0.55055,ADXS,2016,Q4
-0.4258,ADXS,2017,Q1
-0.50797,ADXS,2017,Q2
-0.80481,ADXS,2017,Q3
-0.56506,ADXS,2017,Q4
-0.49464,ADXS,2018,Q1
-0.26964,ADXS,2018,Q2
-0.26574,ADXS,2018,Q3
-0.29905,ADXS,2018,Q4
0.18404,ADXS,2019,Q1
-1.78395,ADXS,2019,Q2
-0.99364,ADXS,2019,Q3
-0.25224,ADXS,2019,Q4
-0.15183,ADXS,2020,Q1
-0.10457,ADXS,2020,Q2
-0.09451,ADXS,2020,Q3
-0.09212,ADXS,2020,Q4
-0.04738,ADXS,2021,Q1
-0.06084,ADXS,2021,Q2
-0.02699,ADXS,2021,Q3
-0.02567,ADXS,2021,Q4
-0.00251,ADXS,2022,Q1
-0.02379,ADXS,2022,Q2
-0.04781,ADXS,2022,Q3
-0.03983,AE,2016,Q4
-0.20391,AE,2017,Q1
-0.06686,AE,2017,Q2
-0.71906,AE,2017,Q3
0.87545,AE,2017,Q4
0.2698,AE,2018,Q1
0.85823,AE,2018,Q2
0.48246,AE,2018,Q3
-0.91228,AE,2018,Q4
1.16358,AE,2019,Q1
0.00142,AE,2019,Q2
0.15123,AE,2019,Q3
0.62659,AE,2019,Q4
-2.69759,AE,2020,Q1
0.82657,AE,2020,Q2
0.72425,AE,2020,Q3
1.3778,AE,2020,Q4
0.66133,AE,2021,Q1
1.10696,AE,2021,Q2
0.36172,AE,2021,Q3
0.65363,AE,2021,Q4
1.40124,AE,2022,Q1
0.56802,AE,2022,Q2
0.50103,AE,2022,Q3
0.13603,AEE,2016,Q4
0.42869,AEE,2017,Q1
0.79967,AEE,2017,Q2
1.19538,AEE,2017,Q3
-0.2432,AEE,2017,Q4
0.62989,AEE,2018,Q1
0.98482,AEE,2018,Q2
1.47071,AEE,2018,Q3
0.28221,AEE,2018,Q4
0.77991,AEE,2019,Q1
0.72853,AEE,2019,Q2
1.48028,AEE,2019,Q3
0.38227,AEE,2019,Q4
0.59253,AEE,2020,Q1
0.98381,AEE,2020,Q2
1.48583,AEE,2020,Q3
0.46446,AEE,2020,Q4
0.91588,AEE,2021,Q1
0.81368,AEE,2021,Q2
1.66081,AEE,2021,Q3
0.47801,AEE,2021,Q4
0.97826,AEE,2022,Q1
0.8017,AEE,2022,Q2
1.74923,AEE,2022,Q3
-0.09059,AEHR,2017,Q2
-0.15698,AEHR,2017,Q3
-0.04221,AEHR,2017,Q4
0.00047,AEHR,2018,Q1
0.00277,AEHR,2018,Q2
0.01223,AEHR,2018,Q3
0.00867,AEHR,2018,Q4
-0.06827,AEHR,2019,Q1
-0.02821,AEHR,2019,Q2
-0.14253,AEHR,2019,Q3
0.00487,AEHR,2019,Q4
-0.01819,AEHR,2020,Q1
0.011,AEHR,2020,Q2
0.01068,AEHR,2020,Q3
-0.12511,AEHR,2020,Q4
0.0046,AEHR,2021,Q1
-0.08403,AEHR,2021,Q2
-0.03152,AEHR,2021,Q3
0.02417,AEHR,2021,Q4
0.029,AEHR,2022,Q1
0.02736,AEHR,2022,Q2
0.08347,AEHR,2022,Q3
0.21474,AEHR,2022,Q4
0.02162,AEHR,2023,Q1
1.11508,AEIS,2016,Q4
0.94456,AEIS,2017,Q1
1.15566,AEIS,2017,Q2
2.10788,AEIS,2017,Q3
-0.74641,AEIS,2017,Q4
1.17315,AEIS,2018,Q1
1.1782,AEIS,2018,Q2
0.89246,AEIS,2018,Q3
0.50555,AEIS,2018,Q4
0.40238,AEIS,2019,Q1
0.82787,AEIS,2019,Q2
0.19897,AEIS,2019,Q3
0.26764,AEIS,2019,Q4
0.47091,AEIS,2020,Q1
0.76106,AEIS,2020,Q2
1.19087,AEIS,2020,Q3
1.09274,AEIS,2020,Q4
1.00887,AEIS,2021,Q1
0.92384,AEIS,2021,Q2
0.55009,AEIS,2021,Q3
1.03855,AEIS,2021,Q4
0.97627,AEIS,2022,Q1
1.19856,AEIS,2022,Q2
1.98419,AEIS,2022,Q3
0.29987,AEO,2016,Q4
0.14074,AEO,2017,Q1
0.11982,AEO,2017,Q2
0.35949,AEO,2017,Q3
0.52807,AEO,2017,Q4
0.22578,AEO,2018,Q1
0.34039,AEO,2018,Q2
0.48306,AEO,2018,Q3
0.43558,AEO,2018,Q4
0.23611,AEO,2019,Q1
0.37784,AEO,2019,Q2
0.48415,AEO,2019,Q3
0.02844,AEO,2019,Q4
-1.54191,AEO,2020,Q1
-0.08278,AEO,2020,Q2
0.34955,AEO,2020,Q3
0.02121,AEO,2020,Q4
0.57351,AEO,2021,Q1
0.73001,AEO,2021,Q2
0.90885,AEO,2021,Q3
0.30108,AEO,2021,Q4
0.1895,AEO,2022,Q1
-0.23567,AEO,2022,Q2
0.45104,AEO,2022,Q3
0.75938,AEP,2016,Q4
1.20436,AEP,2017,Q1
0.76252,AEP,2017,Q2
1.10747,AEP,2017,Q3
0.81457,AEP,2017,Q4
0.92308,AEP,2018,Q1
1.07246,AEP,2018,Q2
1.1716,AEP,2018,Q3
0.73692,AEP,2018,Q4
1.16114,AEP,2019,Q1
0.93459,AEP,2019,Q2
1.48529,AEP,2019,Q3
0.3107,AEP,2019,Q4
1.00122,AEP,2020,Q1
1.05073,AEP,2020,Q2
1.50871,AEP,2020,Q3
0.87725,AEP,2020,Q4
1.15681,AEP,2021,Q1
1.16324,AEP,2021,Q2
1.58808,AEP,2021,Q3
1.07515,AEP,2021,Q4
1.42588,AEP,2022,Q1
1.02118,AEP,2022,Q2
1.33085,AEP,2022,Q3
0.16778,AEPI,2016,Q4
-1.4357,AES,2016,Q4
-0.0349,AES,2017,Q1
0.07879,AES,2017,Q2
0.2303,AES,2017,Q3
-2.03026,AES,2017,Q4
1.0348,AES,2018,Q1
0.4357,AES,2018,Q2
0.15257,AES,2018,Q3
0.19277,AES,2018,Q4
0.23228,AES,2019,Q1
0.02564,AES,2019,Q2
0.31674,AES,2019,Q3
-0.11694,AES,2019,Q4
0.21687,AES,2020,Q1
0.38438,AES,2020,Q2
-1.01053,AES,2020,Q3
0.4782,AES,2020,Q4
-0.22222,AES,2021,Q1
0.04204,AES,2021,Q2
0.52,AES,2021,Q3
-0.95813,AES,2021,Q4
0.17286,AES,2022,Q1
-0.26907,AES,2022,Q2
0.63283,AES,2022,Q3
,AFGS,2022,Q1
,AFGS,2022,Q2
,AFGS,2022,Q3
-0.07881,AFI,2016,Q4
-0.27841,AFI,2017,Q1
0.19462,AFI,2017,Q2
-0.69748,AFI,2017,Q3
-0.79979,AFI,2017,Q4
-0.40153,AFI,2018,Q1
0.40479,AFI,2018,Q2
0.3039,AFI,2018,Q3
-6.56734,AFI,2018,Q4
-0.63026,AFI,2019,Q1
0.2111,AFI,2019,Q2
-1.35935,AFI,2019,Q3
-0.79886,AFI,2019,Q4
-0.60427,AFI,2020,Q1
-0.28739,AFI,2020,Q2
-0.53282,AFI,2020,Q3
-1.47343,AFI,2020,Q4
1.24143,AFI,2021,Q1
-0.89,AFI,2021,Q2
-1.35386,AFI,2021,Q3
-1.37182,AFI,2021,Q4
-0.63258,AFRM,2021,Q2
-0.99996,AFRM,2021,Q3
-0.57384,AFRM,2021,Q4
-1.93609,AFRM,2022,Q1
-0.58796,AFRM,2022,Q2
-0.19419,AFRM,2022,Q3
-0.66167,AFRM,2022,Q4
-0.86368,AFRM,2023,Q1
0.77597,AGCO,2016,Q4
-0.12704,AGCO,2017,Q1
1.15094,AGCO,2017,Q2
0.76352,AGCO,2017,Q3
0.55723,AGCO,2017,Q4
0.30528,AGCO,2018,Q1
1.15259,AGCO,2018,Q2
0.90343,AGCO,2018,Q3
1.27191,AGCO,2018,Q4
0.84987,AGCO,2019,Q1
1.83812,AGCO,2019,Q2
0.1,AGCO,2019,Q3
-1.16799,AGCO,2019,Q4
0.85923,AGCO,2020,Q1
0.93057,AGCO,2020,Q2
2.10294,AGCO,2020,Q3
1.80533,AGCO,2020,Q4
2.00266,AGCO,2021,Q1
3.75564,AGCO,2021,Q2
2.4109,AGCO,2021,Q3
3.75133,AGCO,2021,Q4
2.03213,AGCO,2022,Q1
2.38204,AGCO,2022,Q2
3.18901,AGCO,2022,Q3
-0.00667,AGHI,2016,Q4
-0.00679,AGHI,2017,Q1
-0.06613,AGHI,2017,Q2
-0.00373,AGHI,2017,Q3
-0.02291,AGHI,2017,Q4
-0.27135,AGHI,2018,Q1
-0.00037,AGHI,2018,Q2
-0.00289,AGHI,2018,Q3
,AGI,2016,Q4
,AGI,2017,Q1
-1.34053,AGIO,2016,Q4
-1.56493,AGIO,2017,Q1
-1.77732,AGIO,2017,Q2
-1.59179,AGIO,2017,Q3
-1.80672,AGIO,2017,Q4
-1.63077,AGIO,2018,Q1
-1.19097,AGIO,2018,Q2
-1.6312,AGIO,2018,Q3
-1.57658,AGIO,2018,Q4
-1.59233,AGIO,2019,Q1
-1.87096,AGIO,2019,Q2
-1.80546,AGIO,2019,Q3
-1.59939,AGIO,2019,Q4
-0.58675,AGIO,2020,Q1
-1.31204,AGIO,2020,Q2
-1.43138,AGIO,2020,Q3
-1.40972,AGIO,2020,Q4
26.95183,AGIO,2021,Q1
-1.23976,AGIO,2021,Q2
-1.42019,AGIO,2021,Q3
-2.32593,AGIO,2021,Q4
-1.74425,AGIO,2022,Q1
-1.6753,AGIO,2022,Q2
-1.49052,AGIO,2022,Q3
-0.40845,AGLE,2016,Q4
-0.46739,AGLE,2017,Q1
-0.46988,AGLE,2017,Q2
-0.47983,AGLE,2017,Q3
-0.39,AGLE,2017,Q4
-0.48698,AGLE,2018,Q1
-0.45702,AGLE,2018,Q2
-0.542,AGLE,2018,Q3
-0.61991,AGLE,2018,Q4
-0.59173,AGLE,2019,Q1
-0.54833,AGLE,2019,Q2
-0.6554,AGLE,2019,Q3
-0.65117,AGLE,2019,Q4
-0.56584,AGLE,2020,Q1
-0.40456,AGLE,2020,Q2
-0.28908,AGLE,2020,Q3
-0.34909,AGLE,2020,Q4
-0.2777,AGLE,2021,Q1
-0.10411,AGLE,2021,Q2
-0.30867,AGLE,2021,Q3
-0.31078,AGLE,2021,Q4
-0.37143,AGLE,2022,Q1
-0.27154,AGLE,2022,Q2
-0.19357,AGLE,2022,Q3
-0.19691,AGN,2016,Q4
-7.86273,AGN,2017,Q1
-2.37321,AGN,2017,Q2
-12.06987,AGN,2017,Q3
9.20851,AGN,2017,Q4
-0.99372,AGN,2018,Q1
-1.39339,AGN,2018,Q2
-0.1118,AGN,2018,Q3
-12.82404,AGN,2018,Q4
-7.25301,AGN,2019,Q1
-5.36608,AGN,2019,Q2
-2.39805,AGN,2019,Q3
-0.96678,AGN,2019,Q4
1.14859,AGN,2020,Q1
3.05556,AGNC,2016,Q4
0.20846,AGNC,2017,Q1
0.04908,AGNC,2017,Q2
0.74308,AGNC,2017,Q3
0.95845,AGNC,2017,Q4
1.06057,AGNC,2018,Q1
0.70141,AGNC,2018,Q2
0.44776,AGNC,2018,Q3
-1.60704,AGNC,2018,Q4
0.47513,AGNC,2019,Q1
-0.84992,AGNC,2019,Q2
-0.03111,AGNC,2019,Q3
1.56417,AGNC,2019,Q4
-4.4562,AGNC,2020,Q1
1.23662,AGNC,2020,Q2
1.1519,AGNC,2020,Q3
1.37615,AGNC,2020,Q4
1.78003,AGNC,2021,Q1
-0.81694,AGNC,2021,Q2
0.3535,AGNC,2021,Q3
-0.10004,AGNC,2021,Q4
-1.28934,AGNC,2022,Q1
-0.87229,AGNC,2022,Q2
-1.30887,AGNC,2022,Q3
0.67714,AGR,2016,Q4
0.77221,AGR,2017,Q1
0.38772,AGR,2017,Q2
0.31987,AGR,2017,Q3
-0.24878,AGR,2017,Q4
0.78833,AGR,2018,Q1
0.3457,AGR,2018,Q2
0.40389,AGR,2018,Q3
0.38452,AGR,2018,Q4
0.70115,AGR,2019,Q1
0.35542,AGR,2019,Q2
0.48467,AGR,2019,Q3
0.72054,AGR,2019,Q4
0.77547,AGR,2020,Q1
0.28432,AGR,2020,Q2
0.28111,AGR,2020,Q3
0.53636,AGR,2020,Q4
1.07918,AGR,2021,Q1
0.31664,AGR,2021,Q2
0.2866,AGR,2021,Q3
0.42344,AGR,2021,Q4
1.14928,AGR,2022,Q1
0.47578,AGR,2022,Q2
0.2715,AGR,2022,Q3
-0.42123,AGS,2016,Q4
